Width: 100
Length: 200
Depth: 400
99.9966 66.7291 28.9631
99.9966 97.4934 255.391
99.9964 44.8337 55.8063
99.9966 81.8433 364.21
99.9966 94.8153 93.7408
99.9965 31.7667 83.5504
99.9966 87.0734 174.418
99.9966 46.9284 389.43
99.9966 80.7662 2.35183
99.9966 41.3359 142.163
99.9966 4.0996 316.491
99.9966 60.0066 224.062
99.9966 72.3318 366.87
99.9966 15.536 322.611
99.9966 67.4006 22.2927
99.9966 10.1924 195.624
99.9966 59.9973 40.244
99.9966 83.5795 4.11189
99.9966 50.2833 282.471
99.9966 96.4041 90.1009
99.9966 89.9697 5.25192
99.9966 81.973 333.651
99.9965 39.4346 290.271
99.9966 95.4148 294.581
99.9966 93.1366 256.281
99.9966 4.71984 198.914
99.9966 59.8533 132.522
99.9966 30.0705 128.013
99.9966 83.6792 377.57
99.9966 2.06888 111.251
99.9964 90.0896 291.591
99.9966 26.8016 131.62
99.9966 74.8805 123.988
99.9966 85.2164 182.696
99.9966 61.2395 50.9254
99.9965 31.3852 20.1526
99.9966 77.5969 308.251
99.9966 8.82168 23.6327
99.9966 42.1946 371.22
99.9966 18.3886 79.3162
99.9966 12.3937 69.5904
99.9966 98.8826 34.4235
99.9963 64.6005 3.50187
99.9966 60.1768 308.041
99.9966 34.309 196.654
99.9966 64.0957 77.0545
99.9966 9.28192 83.5103
99.9959 18.3886 101.658
99.9966 85.0766 73.4823
99.9966 2.17891 216.633
99.9963 72.954 170.769
99.9958 48.8773 383.1
99.9965 90.2794 300.241
99.9966 34.6711 344.43
99.9966 73.8571 201.404
99.9966 15.7262 128.124
99.9966 1.38865 386.87
99.9966 97.5334 341.55
99.9966 2.96919 12.9622
99.9966 18.8091 370.14
99.9966 60.0841 155.927
99.9966 33.9067 302.531
99.9966 72.716 270.531
99.9966 74.0155 226.262
99.9966 15.0256 131.326
99.9966 80.9268 131.019
99.9965 14.7054 218.762
99.9966 66.4033 219.532
99.9966 38.3918 214.863
99.9966 40.3786 396.81
99.9966 1.86881 249.171
99.9966 50.2146 15.4123
99.9966 80.6764 72.1416
99.9966 86.2746 242.372
99.9966 74.1855 225.922
99.9966 59.8541 227.412
99.9966 88.0321 387.67
99.9966 73.3906 352.82
99.9966 45.5402 312.101
99.9965 1.5487 194.424
99.9966 10.2925 356.44
99.9966 84.8171 320.261
99.9966 3.42935 250.551
99.9966 74.7513 12.6022
99.9966 76.8701 200.824
99.9966 40.2567 192.154
99.9958 15.8563 186.685
99.9964 49.8139 235.652
99.9966 89.3005 361.69
99.9966 5.92033 138.321
99.9966 66.2871 303.601
99.9966 10.0824 323.041
99.9966 12.6639 52.4057
99.9966 21.2319 346.32
99.9966 63.3127 241.932
99.9966 84.4478 136.99
99.9966 60.6965 54.6761
99.9966 94.8552 228.692
99.9966 1.55871 288.151
99.9966 93.7361 12.5522
99.9966 62.2556 130.381
99.9966 1.26861 55.7563
99.9966 26.8316 229.652
99.9966 3.97956 161.923
99.9966 11.5932 302.431
99.9964 27.3328 58.917
99.9966 48.0116 61.9978
99.9966 24.0061 87.9868
99.9966 47.2698 225.902
99.9966 60.9753 345.85
99.9966 81.0554 250.251
99.9966 47.1592 250.841
99.9966 46.6448 364.41
99.9663 39.4853 304.841
99.9966 66.0455 324.621
99.9966 72.2699 341.38
99.9966 32.319 335.841
99.9966 70.3708 244.052
99.9966 79.2309 346.79
99.9966 57.5124 219.912
99.9965 62.1602 136.375
99.9965 55.0802 118.315
Iteration : 8
62.4927 87.0806 243.882
61.4816 96.3185 76.1881
24.6056 85.2744 235.962
80.7457 60.5414 341.391
95.3378 12.8383 208.854
35.6677 27.6237 151.339
99.312 79.2036 122.734
30.6467 94.9498 89.5087
18.3148 34.0347 126.817
85.1631 37.1735 9.57272
52.0439 45.7438 154.804
26.6159 62.5519 34.2645
98.6109 88.3983 239.152
6.22364 78.477 79.8117
45.9109 51.3529 168.183
7.03371 69.9304 5.48252
52.5342 23.6833 164.065
19.0749 37.3961 250.472
50.7332 7.1742 168.942
33.7273 11.7374 150.99
27.5961 43.5489 131.974
70.7674 39.4154 153.925
44.3904 70.2348 42.4056
69.2839 98.0771 247.252
53.0445 45.1527 357.411
85.4691 88.1886 109.207
73.2245 60.7539 318.251
97.6975 2.40173 272.731
3.0134 18.925 293.441
96.3199 67.5193 166.404
22.7254 87.1305 86.2813
5.15356 30.1832 133.042
15.5545 64.1085 8.63267
83.4049 96.9879 359.191
49.5326 38.7546 332.861
39.6988 6.53382 68.3029
63.0434 74.661 255.802
54.6055 99.0763 180.668
38.7985 90.6249 46.1162
33.1572 16.7823 124.752
37.6882 2.55179 296.461
16.5846 0.831053 187.757
40.8992 78.0491 258.342
97.8483 63.6362 27.8139
55.4761 49.968 7.1426
57.9181 96.8481 291.181
93.2717 30.0727 348.081
96.3529 70.756 258.352
60.5706 38.511 27.2739
0.843257 32.8368 289.211
36.3579 38.8663 22.2335
6.11363 70.2348 315.511
39.0586 29.4401 302.361
54.6056 4.43284 124.301
89.0363 66.9021 199.725
26.1759 38.0545 245.672
32.0669 21.9399 54.5679
56.1767 16.6421 1.74236
22.4453 61.7675 345.511
62.5528 90.3752 226.423
20.265 30.7055 195.045
34.6675 13.629 397.74
34.0974 14.7901 79.6515
8.65384 39.0493 124.018
29.5765 38.7648 341.541
91.2163 79.1439 394.28
35.7678 10.8967 243.662
57.7779 19.6861 273.351
94.0784 63.2298 291.501
27.5661 42.0248 42.6756
87.8819 20.6376 264.821
22.2453 52.6932 201.645
76.1661 78.2083 54.848
52.5242 24.8359 25.5137
73.7965 91.5237 227.543
26.2859 38.8968 311.561
44.4204 15.0804 145.115
80.8063 4.37266 140.426
44.8105 40.4962 287.221
58.4085 42.1795 68.3229
49.3425 50.9514 52.4374
99.6108 89.2369 70.414
92.018 89.1471 285.071
28.1862 17.6133 259.922
61.4615 70.9726 63.4507
62.2124 44.4834 286.081
42.5197 98.4967 375.97
85.2447 60.7755 311.801
89.519 60.644 91.3642
8.31381 37.467 73.0957
32.197 42.4686 222.553
98.5853 54.6965 306.581
98.1224 47.3034 127.151
35.5677 44.8968 81.5037
99.6092 52.3889 117.831
64.936 77.5716 313.941
56.8672 45.7871 382.08
78.1869 66.7481 390.04
82.8578 8.79522 17.6732
71.2888 34.8509 66.2218
73.5155 66.8732 10.1027
65.6271 33.5514 276.411
66.6387 66.3163 388.82
82.7161 11.5372 159.609
84.8983 60.4726 72.5554
66.3582 5.74338 252.862
87.0258 30.2234 322.201
92.018 73.1946 124.157
48.5821 2.26166 246.902
23.2654 90.7547 89.3483
10.084 64.8395 159.329
43.1399 8.01471 265.021
18.0848 7.37432 287.291
61.6417 99.436 137.22
43.9702 98.4368 71.7848
95.157 39.4968 190.696
90.2705 65.0079 172.361
68.2417 69.744 105.513
34.3574 71.1894 261.182
4.93354 6.26367 347.581
76.95 11.0769 214.553
31.2668 93.6711 266.401
68.2216 20.5575 116.163
52.3041 15.1205 333.711
39.7388 51.9466 163.656
97.6464 52.2571 171.581
98.2253 91.5736 199.125
75.0914 51.7713 129.228
72.2414 73.8085 205.394
14.5644 36.4859 355.261
84.9696 28.7575 398.38
93.4844 70.5888 339.881
85.8367 53.142 164.345
77.1209 74.4825 241.212
24.2456 83.7281 15.283
25.3657 65.8392 137.418
89.6454 88.8975 304.461
89.4033 15.8512 174.5
69.4542 19.3857 217.183
78.8512 92.4126 52.8875
49.7227 12.488 44.6459
27.4761 60.4562 75.5376
10.284 17.1227 31.8043
46.3211 33.2192 173.55
92.9805 97.4176 135.469
14.0343 74.2743 257.642
60.7107 37.9025 166.934
49.7527 22.7814 308.371
21.7152 75.9315 62.7304
6.48366 4.8329 130.183
44.7205 45.1954 213.334
99.1163 4.36266 287.461
68.7628 37.2949 139.511
76.3671 63.7807 291.481
17.2847 69.2835 150.93
21.3552 68.2778 314.121
60.4905 16.0014 210.584
19.4749 13.659 91.7054
22.8054 25.287 182.178
31.9269 47.6585 277.581
86.7894 70.5494 384.07
11.8241 35.8395 329.841
22.5053 15.4808 66.8721
12.8142 69.8295 270.621
98.1767 48.9666 259.982
74.4188 12.8483 374.03
12.9842 27.1178 128.931
3.83346 52.5027 308.161
47.1214 87.3901 337.381
53.785 87.9491 114.648
46.061 93.4214 141.052
84.4099 87.979 309.861
4.58352 96.2386 190.956
26.0259 69.9169 265.851
51.2835 33.6319 9.14269
81.4826 89.6163 388.26
62.1323 98.157 231.732
12.2442 17.8836 63.9209
42.1896 88.0988 79.3412
8.43382 82.5315 243.692
72.3718 94.2805 282.981
36.548 33.6923 295.781
99.6096 67.1238 359.711
98.8954 34.3268 42.7356
87.2007 93.1717 35.7147
57.0774 21.3989 277.621
36.1178 76.9153 216.153
58.8089 97.4176 140.237
23.9855 47.4974 168.183
42.3796 5.4032 235.612
47.0914 68.024 142.345
61.6818 22.9217 61.4799
54.5055 83.1597 262.352
87.1698 71.9193 295.391
62.5228 24.1744 253.382
46.111 47.0321 334.521
26.5059 43.7998 80.4224
79.4655 68.6858 56.1683
52.7844 53.0854 370.491
38.8186 70.4904 22.1935
47.8618 85.015 281.711
52.6343 23.9038 44.4459
48.322 62.2361 58.9191
65.4768 78.4471 218.913
86.1538 54.164 156.162
74.1076 17.4531 170.152
97.6306 45.4635 285.361
73.1443 65.2174 273.951
78.4989 75.9812 356.561
73.054 49.7076 217.283
71.8704 46.9199 272.621
10.924 80.7275 246.062
3.36343 65.8772 181.578
46.4412 76.2892 9.1627
29.2664 43.3298 267.641
78.026 87.6496 183.608
16.3846 38.1965 57.5387
97.7399 39.5681 344.771
46.2411 68.2486 288.921
86.9024 47.0096 169.962
25.4058 68.8842 269.361
20.275 25.8785 64.151
19.795 87.3002 188.497
63.474 22.0901 204.634
59.4795 33.5816 351.701
86.9846 76.9252 229.583
3.40343 10.7166 187.447
72.8834 10.4464 190.026
12.9442 92.3726 397.2
88.8065 48.7919 134.09
59.4895 27.4431 175.4
13.3843 36.7386 160.668
35.6877 44.8968 377.18
76.8595 22.01 50.597
49.7727 95.0697 40.5853
73.2245 61.9717 327.161
72.9135 66.3026 305.221
46.3211 40.7723 217.733
6.74368 42.0866 289.351
14.5544 68.2194 66.7921
11.7541 24.1744 130.655
65.6371 69.163 351.541
14.6944 61.0298 316.371
58.7488 85.8232 360.191
3.52344 22.5209 133.206
61.9321 83.5686 375.72
56.9373 4.4427 281.961
4.04348 69.6784 283.821
88.6292 36.3343 185.667
43.6301 60.547 243.722
90.0791 68.0249 341.901
1.59331 34.8207 377.87
8.2238 97.9871 335.011
45.971 44.1882 191.006
47.9918 71.87 205.194
57.2075 22.1502 136.023
28.0162 11.4972 282.781
8.54383 44.7269 353.931
91.467 11.8475 351.851
97.201 7.77456 332.451
57.1875 46.4424 34.4046
73.8065 30.816 164.635
80.1003 76.16 31.4643
82.8882 63.6452 387.4
19.0149 94.4004 383.27
4.54351 31.8713 80.3223
91.2924 12.0176 336.251
87.8405 39.7922 206.144
7.85377 5.9635 53.0475
57.3776 61.6451 233.832
39.6488 95.9589 396.38
33.5673 39.8125 374.23
11.1741 61.3135 179.459
41.5994 61.7904 293.681
44.6705 16.4019 238.102
69.1536 86.9609 83.6668
34.4575 38.308 279.371
53.9751 0.821049 41.7255
66.5185 63.1644 184.707
72.4922 47.7396 348.151
47.6517 20.217 53.7477
69.6647 27.6838 328.751
73.1041 6.81399 203.354
50.353 3.28213 20.7134
49.0623 21.5492 136.329
28.9964 92.2028 234.712
91.1838 54.8837 46.7163
54.6756 4.99284 123.831
16.2346 47.3148 305.971
12.0241 11.267 144.188
46.4512 19.3056 65.5916
49.3925 81.8536 185.787
22.2753 16.8524 228.373
4.04348 22.561 231.702
1.17328 89.866 177.809
51.2034 93.0718 241.202
20.6851 33.6923 58.8691
1.29329 9.74587 244.072
30.8767 3.53225 336.121
31.0567 25.9688 189.936
9.70393 7.31428 383.68
61.852 92.6423 32.6744
35.5477 92.043 177.529
79.2237 67.2687 138.876
24.0355 85.3542 51.5472
83.3441 67.8985 96.3465
65.0462 32.7865 71.6348
77.4426 98.8964 40.2553
66.1579 7.15419 226.653
34.0574 42.1382 286.481
72.9737 45.7114 296.961
86.9744 73.2738 174.94
89.0782 25.3171 251.882
94.5197 49.7211 295.991
11.5541 45.6358 326.261
38.1284 89.1171 144.547
7.30373 27.4631 161.347
87.2213 86.382 8.03264
12.4942 61.093 249.032
53.5448 8.23485 142.435
17.4747 22.9117 99.8337
22.5753 30.6252 132.67
58.6287 80.3987 188.447
41.8795 7.65449 79.6115
14.8244 52.5259 318.191
4.17349 42.4893 357.791
42.4997 87.7594 58.1689
77.2114 80.7076 0.802325
1.60331 65.9947 288.371
2.61338 25.7081 309.391
23.1054 5.7834 325.451
58.4085 89.9159 23.1335
23.6155 34.0851 111.557
98.9856 86.5116 283.221
57.9581 88.5381 179.299
56.647 81.1161 87.7344
26.2759 69.7734 166.654
99.1338 48.3409 335.271
78.9418 68.7065 253.582
91.3578 51.2838 21.0434
85.3875 63.6092 252.052
25.2357 85.6236 34.8146
55.6563 8.01471 238.102
83.1921 66.5077 7.03259
44.0602 31.8311 86.622
64.3051 68.8728 94.1952
16.8146 6.39374 128.409
45.2207 39.8024 359.681
92.0848 29.1892 323.141
39.3487 88.9374 84.8988
73.927 3.94245 277.201
97.6929 32.5752 177.589
93.9061 23.6833 181.288
62.2124 14.9703 105.657
40.7491 61.1188 287.181
53.4248 40.8747 234.962
63.514 42.4376 194.486
63.2837 67.0861 355.991
69.2137 63.7807 98.7033
30.1766 77.323 258.872
51.1734 95.4993 217.573
89.519 66.9021 277.631
11.2141 85.3642 172.121
91.7854 72.3539 178.759
54.5355 21.1585 173.241
26.876 32.7664 330.331
85.3569 27.3327 94.2756
79.2741 86.5816 312.821
21.6652 26.1192 362.691
86.4201 17.6433 387.76
34.4374 40.6291 328.121
71.369 80.4485 70.6642
43.53 89.7761 28.704
93.3188 83.0101 101.412
45.4908 17.363 106.36
80.0701 38.5922 331.431
68.5924 68.4561 330.231
46.9314 73.0362 74.3967
36.9381 72.779 265.081
91.2489 27.1421 40.4153
80.7962 72.8483 306.611
11.8641 46.1352 314.061
82.5339 43.2465 262.002
81.9979 6.53382 125.297
7.79377 15.591 277.221
88.7439 30.3539 101.027
87.3243 92.3926 284.351
23.0254 16.3318 1.07234
43.0899 68.4775 336.721
65.9576 9.34559 40.2353
10.324 64.9143 110.637
19.965 17.8336 5.56253
0.713249 78.2978 229.613
79.3849 32.6658 81.5638
98.2738 29.3899 83.1159
8.73384 24.8058 266.301
64.4052 82.053 290.431
57.6478 77.2235 32.8244
62.0923 98.5267 371.551
73.8166 42.3549 175.54
2.8934 61.3764 94.5669
38.9086 65.5829 273.641
48.6721 7.09415 351.001
13.3343 1.99154 126.256
84.0848 88.0988 218.563
84.166 2.24165 301.921
99.6108 38.5719 339.041
78.1065 32.696 49.8969
96.9684 36.0112 172.231
53.5849 12.2478 228.193
11.9141 29.159 306.901
27.216 41.1512 175.69
93.992 47.4288 90.5918
31.3568 18.0939 97.5141
18.9349 14.4098 303.271
34.4875 69.7245 130.231
46.6813 84.2767 375.51
63.6142 60.3728 295.701
53.9451 26.2395 262.722
52.8944 66.5751 63.8408
36.0278 65.6691 325.651
15.2645 90.575 323.331
21.9653 84.3466 350.561
16.3846 74.9785 344.791
51.3335 90.1555 283.931
56.2667 39.7514 268.661
79.3345 15.9413 244.722
54.0452 74.2842 180.788
89.3403 66.0964 108.606
51.6937 91.6236 281.051
26.3259 66.478 19.4633
8.88386 66.8706 159.179
22.3553 27.4631 361.601
6.27365 76.8954 394.53
70.5067 50.607 35.6847
5.78361 29.1189 381.08
93.2835 69.6474 227.143
19.0549 47.4059 118.791
52.4442 31.4089 201.065
11.5441 13.8792 175.16
63.1736 48.2571 325.321
68.0814 50.066 195.715
38.2384 65.4977 131.061
23.3254 45.0993 354.151
25.1357 2.01155 152.228
72.1311 19.9265 188.576
39.9989 33.6923 171.771
41.9895 27.724 303.171
83.0806 99.486 372.8
38.2284 36.6173 292.781
22.0953 22.9518 257.242
57.0173 99.0063 321.521
49.3225 22.6111 370.881
22.3453 71.8996 148.565
56.0666 19.2455 147.298
97.6306 84.8952 189.056
78.9619 27.1221 129.742
21.1351 63.9623 206.634
79.4957 39.7616 267.151
61.2713 98.8864 64.221
97.6795 41.8703 237.632
30.3366 97.6374 106.256
71.6197 60.5165 253.772
45.2507 24.3347 143.311
79.0928 31.5496 137.121
46.5112 62.0739 74.3466
35.1176 88.1687 57.9888
32.9271 3.31215 145.444
4.49351 60.583 191.036
68.0513 65.4952 169.552
40.6791 75.3854 362.831
2.07334 90.1156 283.351
21.7652 20.5074 214.893
35.3277 72.1761 109.826
58.7388 62.0579 90.1605
87.7991 24.6054 76.4183
38.4384 69.844 14.893
75.0111 20.5775 233.222
55.2059 39.4357 9.95273
66.6487 69.2639 67.6025
76.7389 20.8379 167.393
63.494 66.6904 80.9831
2.76339 67.5679 299.691
78.0059 68.2036 42.5856
13.7843 50.2226 350.021
9.08387 7.84461 39.7652
32.9271 16.7623 371.401
33.6373 39.6088 113.727
65.577 78.3774 32.5144
23.1354 19.586 39.5752
10.634 93.831 59.1792
87.3758 9.43565 89.4787
70.7373 65.545 280.101
68.6826 33.7225 335.641
39.7388 17.2028 390.05
29.1364 30.7759 8.04264
91.8738 45.7114 300.921
65.6671 60.3767 84.5282
1.56331 42.7688 358.851
15.1244 99.3661 57.9388
100 36.7427 16.4506
99.98 16.1115 273.841
99.9801 88.8875 156.302
99.9801 27.3837 289.681
99.98 87.8592 376.69
99.98 95.6691 327.651
99.98 1.02113 104.179
99.98 22.8616 346.411
99.98 22.4508 179.339
99.98 77.7108 391.06
99.98 30.1229 165.215
99.98 45.9064 205.584
99.98 8.27488 339.801
99.98 61.3712 296.651
99.98 60.4124 316.511
99.98 48.9918 108.117
99.98 89.2469 61.8101
99.9801 27.8937 289.001
99.98 72.0674 86.612
99.98 19.4157 269.591
99.98 40.1082 312.451
99.98 75.8918 43.6958
99.98 11.267 324.021
99.98 72.6801 199.895
99.98 68.898 178.229
99.98 69.6067 366.461
99.98 49.6404 94.7076
99.98 23.7635 36.0747
99.98 78.5765 137.487
99.98 51.423 157.741
99.98 43.0697 224.373
99.9801 31.7708 186.487
99.98 17.2428 230.763
99.9668 38.5008 182.968
99.9668 55.5924 131.777
99.98 66.2957 209.254
99.98 93.3415 202.305
99.9801 83.0899 83.6968
99.98 36.5566 377.92
99.98 96.0088 98.905
99.9668 37.6999 388.87
99.98 63.3945 354.011
99.98 61.7599 144.756
99.98 83.4888 52.5574
99.9668 72.433 277.111
99.98 13.2887 78.9207
99.98 99.1862 369.351
99.98 2.10159 153.596
99.98 71.8897 295.441
99.98 45.1527 57.2686
99.98 83.3791 106.225
99.98 6.88403 78.0799
99.98 11.1069 37.4749
99.98 78.2978 338.641
99.98 80.1882 123.543
99.98 46.7524 164.325
99.98 60.3715 299.301
99.98 63.9259 249.802
99.98 29.4301 28.644
99.9804 67.2397 195.845
99.98 9.00536 63.9509
99.98 60.5586 168.643
99.98 60.791 70.444
99.98 65.9343 163.076
99.98 16.3518 203.164
99.98 3.94245 381.13
99.98 32.2735 220.063
99.98 77.87 101.412
99.98 98.9664 257.902
99.98 37.0521 396.23
99.98 10.2262 207.884
99.98 33.1185 166.984
99.9806 80.5681 196.805
99.98 69.8792 260.952
99.98 49.789 231.203
99.98 4.48272 75.5276
99.98 42.2723 308.691
99.98 36.395 44.2959
99.98 62.1168 261.212
99.98 82.0929 220.893
99.98 86.3421 370.281
99.98 68.2973 157.99
99.98 1.64139 172.501
99.98 62.8248 35.0746
99.98 45.3453 195.985
99.98 43.4967 65.7616
99.98 85.454 342.441
99.98 29.0787 379.07
99.98 75.5136 254.322
99.98 87.1305 324.171
99.9801 2.81191 271.161
99.98 32.0121 183.797
99.9822 34.6896 42.3256
99.98 21.6293 109.98
99.98 42.3963 155.343
99.98 28.4464 204.514
99.9803 17.8937 391.51
99.98 66.9888 67.9727
99.98 85.6436 329.571
99.98 78.3476 100.521
99.98 70.9726 330.631
99.98 54.0312 68.1728
99.98 51.7333 50.3069
99.98 87.2703 291.721
99.98 54.5216 356.521
99.98 47.2126 147.767
99.98 10.6465 238.312
99.98 60.6834 158.12
99.9801 77.4423 311.051
99.98 61.1911 285.351
99.98 77.2335 304.501
99.9804 45.2703 158.01
99.98 33.6319 270.981
99.98 10.7866 55.088
99.98 6.75395 124.219
99.98 19.7362 362.701
99.98 38.7242 147.727
99.98 83.6783 348.521
99.9803 50.5464 179.908
99.98 60.6642 8.22265
99.98 19.2455 257.082
99.98 60.6138 192.726
99.98 18.184 305.911
99.98 90.3952 267.161
99.9801 39.3035 216.833
99.98 86.9808 286.911
99.98 20.7378 220.263
99.98 67.1914 154.145
99.98 94.8699 149.792
99.9809 60.6883 87.6843
99.98 73.4817 168.003
99.98 59.7882 94.2454
99.98 16.4819 247.472
99.98 95.8889 25.5037
99.9801 36.4051 224.053
99.98 70.3823 12.0128
99.9801 86.372 9.15269
99.98 30.4042 254.442
99.98 7.06413 237.832
99.9801 40.5984 124.667
99.98 5.01299 233.752
99.98 16.0615 46.2062
99.98 73.3826 312.001
99.98 63.448 365.691
99.98 72.5219 281.181
99.9803 73.8779 207.634
99.98 2.98199 236.292
99.98 24.7457 290.211
99.9668 26.5103 370.461
99.98 70.4412 384.07
99.98 36.9408 93.5423
99.98 22.7915 96.0246
99.98 79.9604 169.692
99.98 77.134 397.97
99.98 60.3568 253.552
99.98 33.5816 104.598
99.98 69.4108 109.153
99.98 14.9703 344.651
99.98 10.2462 79.0408
99.9668 69.2187 166.794
99.98 20.3171 43.4257
99.98 50.73 85.8505
99.9801 99.0063 16.2931
99.98 38.4602 196.875
99.98 44.4834 279.991
99.98 48.1381 24.7637
99.98 91.474 299.804
99.98 64.7089 211.584
99.98 13.9593 255.632
99.98 83.7581 172.161
99.98 47.5319 231.473
99.98 14.9803 215.153
99.98 87.1006 349.131
99.98 84.2967 208.584
99.98 8.67514 288.791
99.9801 92.9719 387.85
99.98 25.2269 180.158
99.98 82.9802 316.051
99.98 63.835 287.351
99.98 33.5312 378.43
99.98 58.0391 201.975
99.98 48.1144 57.9088
99.98 78.8751 278.891
99.98 76.965 352.291
99.98 36.0515 53.0075
99.98 83.399 199.825
99.98 33.4507 68.683
99.98 92.7222 27.6939
99.98 60.3885 352.221
99.98 16.5821 170.042
99.98 50.1939 258.262
99.98 15.2906 237.242
99.98 42.7999 181.308
99.9808 89.4566 264.152
99.98 3.4222 199.565
99.98 88.4482 384.08
99.9801 16.7222 104.179
99.98 30.0426 262.522
99.98 32.6155 229.443
99.98 54.3085 363.321
99.98 26.6106 183.847
99.98 85.6336 85.3195
99.98 12.7482 319.741
99.98 43.0801 168.763
99.98 25.0564 334.041
99.98 64.9985 4.85249
99.98 50.2659 378.42
99.98 15.3407 140.833
99.98 62.1303 279.151
99.98 47.4745 189.916
99.98 72.3342 336.291
99.98 68.2495 389.31
99.98 68.6482 98.7537
99.98 89.816 228.203
99.98 60.2938 391.52
99.98 44.7057 252.392
99.98 60.7077 101.685
99.98 62.0442 88.9473
99.9802 0.570947 204.344
99.98 14.5799 381.47
99.98 89.9958 52.1974
99.9668 82.7608 73.456
99.98 94.9798 256.662
99.98 98.9364 383.15
99.98 93.6611 215.593
99.98 24.7958 288.331
99.9801 25.9187 271.311
99.98 40.7826 98.3605
99.98 60.6741 367.941
99.9801 48.4856 16.2831
99.98 97.6974 128.512
99.98 90.6948 305.491
99.9802 43.1613 245.542
99.98 61.4261 84.2878
99.98 42.4893 21.7434
99.98 49.4152 157.92
99.9801 12.7983 274.261
99.98 46.1242 378.81
99.98 10.1862 392.37
99.98 93.7511 62.2902
99.98 61.7519 362.861
99.98 97.8772 197.725
99.98 5.63332 135.262
99.98 62.0637 265.151
99.98 60.8292 146.46
99.9801 15.8212 219.943
99.9668 71.8009 50.0369
99.9668 7.76456 298.041
99.98 71.2978 145.394
99.98 95.2995 34.3346
99.98 76.8557 135.302
99.98 66.5559 40.0052
99.98 76.3587 345.651
99.98 24.9061 59.1192
99.98 0.660983 244.362
99.9801 18.3042 25.7838
99.98 38.6125 340.441
99.98 95.4793 344.281
99.98 78.5267 289.381
99.98 38.9578 86.632
99.98 70.7757 166.254
99.9801 42.4893 268.621
99.98 26.3699 198.005
99.98 75.8422 80.8229
99.98 88.7876 5.76253
99.9804 35.6377 134.72
99.9668 69.6851 185.857
99.98 76.2594 111.092
99.98 2.992 4.51248
99.98 69.268 177.479
99.98 60.9513 170.522
99.98 64.1288 302.831
99.9802 43.0613 246.312
99.98 38.1559 399.24
99.98 9.23551 364.161
99.98 73.5015 144.547
99.98 9.29555 92.0265
99.98 12.9384 138.181
99.9801 7.72453 183.388
99.9806 91.5636 370.581
99.98 88.3284 322.831
99.98 64.8583 332.211
99.98 30.8763 258.612
99.98 73.254 241.832
99.98 48.0318 43.5457
99.9801 21.7996 260.282
99.98 60.7332 319.281
99.98 43.5175 242.162
99.98 96.3585 311.231
99.98 86.2323 303.101
99.98 46.2117 81.5338
99.9801 18.0939 259.952
99.98 75.7636 254.822
99.9801 34.8307 231.393
99.98 32.1428 312.161
99.98 0.931094 268.461
99.98 43.6533 188.307
99.98 78.686 273.761
99.98 15.4208 293.171
99.98 96.7881 198.565
99.9802 11.6073 344.921
99.98 68.9509 89.2079
99.98 7.72453 34.2946
99.98 42.8725 338.761
99.98 98.2269 346.851
99.98 72.3243 256.582
99.98 14.1095 94.0646
99.98 35.7689 23.6736
99.98 37.5885 304.981
99.98 14.1995 145.194
99.98 85.4739 220.473
99.98 82.8805 33.1344
99.98 35.9708 398.34
99.98 19.8063 124.174
99.98 44.8862 1.93237
99.98 69.9991 316.431
99.98 80.598 332.831
99.9801 37.9025 284.601
99.98 34.7803 124.874
99.98 92.882 261.472
99.98 47.258 74.6268
99.98 74.5817 141.947
99.98 11.1269 322.061
99.98 78.8552 78.9608
99.98 27.3026 234.072
99.98 31.1577 22.1635
99.98 25.9588 322.551
99.98 50.4269 103.934
99.98 63.0504 150.271
99.98 66.4031 386.77
99.98 36.9813 159.559
99.9802 79.4724 233.302
99.98 71.8471 366.141
99.9805 66.1772 351.787
99.98 88.5281 103.862
99.98 94.4503 274.661
99.98 34.6392 127.577
99.98 48.0436 309.261
99.98 4.86291 344.121
99.98 37.5581 257.632
99.98 53.6462 338.121
99.98 37.5176 149.782
99.98 9.33558 307.051
99.981 67.0949 153.007
99.98 66.7384 270.531
99.98 61.4404 163.166
99.98 62.9198 212.954
99.98 42.2723 183.518
99.98 88.4782 384.98
99.98 87.1705 192.996
99.98 97.5275 149.573
99.98 88.3284 395.36
99.98 34.0146 111.698
99.98 85.5837 290.961
99.9802 73.8977 385.21
99.98 94.1007 382.53
99.98 63.2084 84.8187
99.9802 66.8759 300.941
99.98 93.4913 22.1635
99.98 68.7556 59.8194
99.9805 6.08357 107.569
99.98 60.3578 100.036
99.98 64.7462 392.84
99.98 41.0795 36.3248
99.98 98.6666 81.704
99.98 53.8682 335.141
99.98 72.7691 233.542
99.98 67.3171 333.301
99.98 90.3253 138.34
99.98 94.3804 189.296
99.98 70.7167 292.281
99.9802 81.5347 340.481
99.98 94.4703 220.483
99.98 64.5324 293.991
99.98 23.9839 278.771
99.98 10.8567 332.391
99.9804 20.0367 83.5766
99.98 92.6123 2.08238
99.98 68.8842 28.964
99.98 97.4975 255.392
99.9801 44.9074 55.8082
99.98 81.8536 364.211
99.98 94.8199 93.7532
99.98 31.7808 83.5566
99.98 87.0806 174.42
99.98 47.0433 389.43
99.98 80.7773 2.35239
99.98 41.3769 142.176
99.98 4.10253 316.491
99.98 60.4089 224.063
99.98 72.3571 366.871
99.98 15.5409 322.611
99.98 69.7998 22.2935
